N° Exp.,Fecha,Estado,Modelo,Matrícula,Daños,Fase,Lat - Lon,Lesiones,Fecha y hora de notificiacion,fecha y hora de arribo,fecha y hora de finalizacion,Provincia,Lugar,tipo Lugar,altura,Oficina,Canal,Fabricante
548/13,26/6/2013,en curso,B-200 (Beechcraft),LV-BRD,Leves,Aterrizaje,"(-27.445555555555554, -58.761944444444445)",Ninguno,S/D,S/D,S/D,CORRIENTES (CRR),Paso de los Libres,AP,S/D,S/D,S/D,Beechcraft
521/13,22/6/2013,en curso,PA-38-112 (Piper),LV-OJU,De importancia,Crucero,"(-39.038888888888884, -68.10555555555555)",Ninguno,S/D,S/D,S/D,RIO NEGRO (RNG),Balsa Las Perlas,PJE,S/D,S/D,S/D,Piper
481/13,7/6/2013,en curso,AA-5 (Grumman),LV-MEB,Ninguno,Crucero,"(-29.96638888888889, -65.91555555555556)",Ninguno,S/D,S/D,S/D,LA RIOJA (LRA),Chamical,ZR,S/D,S/D,S/D,Grumman
480/13,5/6/2013,en curso,AA-5 (Grumman),LV-MYB,De importancia,Ascenso,"(-31.7525, -60.376111111111115)",Ninguno,S/D,S/D,S/D,ENTRE RIOS (ERS),Paraná,ZR,S/D,S/D,S/D,Grumman
460/13,27/5/2013,en curso,177 RG (Cessna),LV-CPP,De importancia,Aterrizaje,"(-34.65361111111111, -58.644444444444446)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Morón,AP,S/D,S/D,S/D,Cessna
459/13,27/5/2013,en curso,C-152 (Cessna),LV-OJF,De importancia,Crucero,"(-33.049166666666665, -60.623333333333335)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Islas Malvinas - Rosario (SAAR),AP,S/D,S/D,S/D,Cessna
479/13,25/5/2013,en curso,PA-38-112 (Piper),LV-OIB,De importancia,Maniobras,"(-24.314444444444444, -65.24694444444445)",Ninguno,S/D,S/D,S/D,JUJUY (JUJ),La Almona,ZR,S/D,S/D,S/D,Piper
458/13,23/5/2013,en curso,PA-A-28-180 (Piper),LV-AXM,Ninguno,Crucero,"(-27.921944444444446, -55.64722222222222)",Ninguno,S/D,S/D,S/D,MISIONES (MIS),Pasaje Las Tunas Apóstoles,ZR,S/D,S/D,S/D,Piper
457/13,21/5/2013,en curso,PA-23-250 (Piper),CX-BJZ,Ninguno,Rodaje salida,"(-34.82222222222222, -58.53583333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Piper
383/13,12/5/2013,en curso,C-172-A (Cessna),LV-GNZ,Leves,Aterrizaje,"(-37.999722222222225, -57.66722222222222)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Batan,AD,S/D,S/D,S/D,Cessna
392/13,11/5/2013,en curso,XP (Ulm Falcon),LV-U054,De importancia,Crucero,"(-34.77305555555555, -59.036944444444444)",Graves,S/D,S/D,S/D,BUENOS AIRES (BUE),General Rodriguez,LOC,S/D,S/D,S/D,Ulm Falcon
382/13,10/5/2013,en curso,PA-11 (Piper),LV-ZCX,Leves,Aterrizaje,"(-38.64972222222222, -68.05111111111111)",Ninguno,S/D,S/D,S/D,RIO NEGRO (RNG),General Roca,AD,S/D,S/D,S/D,Piper
351/13,30/4/2013,en curso,AUDACIA I (Freyre),LV-X274,De importancia,Rodaje salida,"(-35.132777777777775, -60.467222222222226)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Bragado,AD,S/D,S/D,S/D,Freyre
384/13,30/4/2013,en curso,C-150-L (Cessna),LV-ZRW,Ninguno,Crucero,"(-34.22694444444445, -58.95611111111111)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Los Rosales,LOC,S/D,S/D,S/D,Cessna
338/13,24/4/2013,en curso,PA-11 (Piper),LV-ZCZ,Ninguno,Crucero,"(-31.782777777777778, -63.808055555555555)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Córdoba,ZR,S/D,S/D,S/D,Piper
339/13,23/4/2013,en curso,S2R-G10 (Ayres),LV-BFT,De importancia,Maniobras,"(-23.805833333333332, -64.64888888888889)",Ninguno,S/D,S/D,S/D,JUJUY (JUJ),Ledesma,ZR,S/D,S/D,S/D,Ayres
330/13,20/4/2013,en curso,ASK-18 (Schleicher),LV-ELD,De importancia,Aterrizaje,"(-34.47027777777778, -59.42472222222222)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Andres de Giles,AD,S/D,S/D,S/D,Schleicher
329/13,16/4/2013,en curso,PA-38-112 (Piper),LV-FFC,De importancia,Maniobras,"(-54.82277777777778, -68.30416666666666)",Ninguno,S/D,S/D,S/D,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR (TDF)",Ushuaia,AC,S/D,S/D,S/D,Piper
294/13,1/4/2013,en curso,LJ 60 (Learjet),LV-CPC,Leves,Aterrizaje,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Learjet
328/13,28/3/2013,en curso,CITATION (Cessna),N778XJ,Ninguno,Rodaje salida,"(-34.455000000000005, -58.583333333333336)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Cessna
293/13,27/3/2013,en curso,E-190 (Embraer),LV-CDZ,Ninguno,Despegue,"(-34.55888888888889, -58.41638888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Aeroparque Jorge Newbery (SABE),AP,S/D,S/D,S/D,Embraer
292/13,26/3/2013,en curso,E-190 (Embraer),LV-CIE,Ninguno,Crucero,"(-32.90361111111111, -60.78444444444444)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Islas Malvinas - Rosario (SAAR),AP,S/D,S/D,S/D,Embraer
245/13,8/3/2013,en curso,601-P (Aerostar),LV-OAR,Leves,Aterrizaje,"(-28.586666666666666, -65.75333333333333)",Ninguno,S/D,S/D,S/D,CATAMARCA (CAT),Coronel Felipe Varlea - Catamarca (SANC),AP,S/D,S/D,S/D,Aerostar
252/13,8/3/2013,en curso,F-33A (Beechcraft),ZP-BAM,Destruida,Crucero,"(-28.12388888888889, -59.83527777777778)",Fatales,S/D,S/D,S/D,SANTA FE (SFE),Los Amores,ZR,S/D,S/D,S/D,Beechcraft
232/13,3/3/2013,en curso,G-164-A (Grumman),LV-IFG,De importancia,Maniobras,"(-35.4075, -61.0225)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),9 de Julio,ZR,S/D,S/D,S/D,Grumman
244/13,2/3/2013,en curso,PA-36 (Piper),LV-ZZB,Destruida,Maniobras,"(-25.516666666666666, -63.919999999999995)",Graves,S/D,S/D,S/D,SALTA (SAL),El Porvenir Quebrachal,ZR,S/D,S/D,S/D,Piper
218/13,27/2/2013,en curso,U-206 (Cessna),LV-JLG,Destruida,Estacionado,"(-36.888888888888886, -60.22777777777778)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Olavarria,AD,S/D,S/D,S/D,Cessna
153/13,23/2/2013,en curso,A-150-L (Cessna),LV-CUB,De importancia,Crucero,"(-34.75611111111111, -58.76444444444444)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Marcos Paz,LOC,S/D,S/D,S/D,Cessna
152/13,15/2/2013,en curso,J-3 (Kitten),LV-X203,De importancia,Ascenso,"(-34.6675, -59.03527777777778)",Graves,S/D,S/D,S/D,BUENOS AIRES (BUE),General Rodriguez,LOC,S/D,S/D,S/D,Kitten
147/13,13/2/2013,en curso,PA-38-112 (Piper),LV-OFH,De importancia,Ascenso,"(-34.4475, -58.626111111111115)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Campo de Radio Nacional,PJE,S/D,S/D,S/D,Piper
146/13,13/2/2013,en curso,PA-36-300 (Piper),LV-MTG,De importancia,Despegue,"(-29.853055555555557, -63.47555555555556)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Eufrasio Loza,ZR,S/D,S/D,S/D,Piper
151/13,12/2/2013,en curso,ASK-13 (Schleicher),LV-ERT,De importancia,Ascenso,"(-35.111666666666665, -58.72638888888889)",Graves,S/D,S/D,S/D,BUENOS AIRES (BUE),Cañuelas,AD,S/D,S/D,S/D,Schleicher
124/13,11/2/2013,en curso,MD-83 (Mc Donnell Douglas),LV-AYD,Leves,Rodaje a plataforma,"(-24.850555555555555, -65.48333333333333)",Ninguno,S/D,S/D,S/D,SALTA (SAL),Gral. M. M. de Guemes (SASA),AP,S/D,S/D,S/D,Mc Donnell Douglas
123/13,10/2/2013,en curso,B-58 (Beechcraft),LV-CKS,De importancia,Aterrizaje,"(-34.550555555555555, -59.07916666666667)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Lujan,AD,S/D,S/D,S/D,Beechcraft
148/13,10/2/2013,en curso,C-206 (Cessna),LV-IFM,Leves,Rodaje salida,"(-33.92027777777778, -60.64805555555556)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Pergamino,AD,S/D,S/D,S/D,Cessna
122/13,8/2/2013,en curso,C-172 (Cessna),LV-GEU,Destruida,Crucero,"(-34.76638888888889, -58.46638888888889)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),Lomas de Zamora,LOC,S/D,S/D,S/D,Cessna
121/13,6/2/2013,en curso,GA-7 (Gulfstream),LV-AMH,De importancia,Aterrizaje,"(-34.65416666666667, -58.64388888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Morón,AP,S/D,S/D,S/D,Gulfstream
154/13,1/2/2013,en curso,B-206-B (Bell),LQ-RCB,De importancia,Aproximación,"(-32.14722222222222, -69.94027777777778)",Leves,S/D,S/D,S/D,SAN JUAN (JUA),Refugio Frias,PJE,S/D,S/D,S/D,Bell
155/13,19/1/2013,en curso,IS-28B2 (Ica-Brasov),LV-EII,Destruida,Ascenso,"(-38.9675, -62.08694444444445)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),Punta Alta,AC,S/D,S/D,S/D,Ica-Brasov
120/13,17/1/2013,en curso,C-402 (Cessna),LV-JHP,Leves,Ascenso,"(-32.90361111111111, -60.78444444444444)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Islas Malvinas - Rosario (SAAR),AP,S/D,S/D,S/D,Cessna
087/13,12/1/2013,en curso,PA-11 (Piper),LV-YPV,De importancia,Aproximación,"(-35.39944444444444, -60.93333333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),9 de Julio,AD,S/D,S/D,S/D,Piper
150/13,12/1/2013,en curso,C-337-G (Cessna),LV-WHH,De importancia,Despegue,"(-33.39083333333333, -60.19555555555555)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Nicolás de Los Arroyos,AD,S/D,S/D,S/D,Cessna
86/13,9/1/2013,en curso,PA-12 (Piper),LV-RRE,Ninguno,Aterrizaje,"(-30.27027777777778, -57.63944444444444)",Ninguno,S/D,S/D,S/D,CORRIENTES (CRR),Monte Caseros,ZR,S/D,S/D,S/D,Piper
085/13,4/1/2013,en curso,M-18-B (Pzl),LV-CUP,De importancia,Aterrizaje,"(-28.481388888888887, -57.973055555555554)",Graves,S/D,S/D,S/D,CORRIENTES (CRR),San Jose,EA,S/D,S/D,S/D,Pzl
084/13,3/1/2013,en curso,PA-22-108 (Piper),LV-IGY,De importancia,Ascenso,"(-36.51916666666666, -56.71805555555556)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Santa Teresita,AD,S/D,S/D,S/D,Piper
83/13,2/1/2013,en curso,340-A (Saab),LV-BMD,De importancia,Rodaje salida,"(-32.83166666666667, -68.79277777777777)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),El Plumerillo,AP,S/D,S/D,S/D,Saab
82/13,27/12/2012,en curso,Bergfalke3 (Scheibe),LV-DGD,De importancia,Aproximación,"(-33.06222222222222, -68.50944444444444)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),General San Martín,AC,S/D,S/D,S/D,Scheibe
81/13,21/12/2012,en curso,E-190 (Embraer),LV-CHS,Leves,Aterrizaje,"(-38.727222222222224, -62.15333333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Bahia Blanca,AD,S/D,S/D,S/D,Embraer
309/12,11/12/2012,en curso,PA-38-112 (Piper),LV-AMM,De importancia,Ascenso,"(-43.233333333333334, -65.31666666666666)",Ninguno,S/D,S/D,S/D,CHUBUT (CHU),Trelew,ZR,S/D,S/D,S/D,Piper
308/12,8/12/2012,en curso,PA-11 (Piper),LV-YIY,De importancia,Crucero,"(-34.86638888888889, -58.58305555555556)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Tristan Suarez,ZR,S/D,S/D,S/D,Piper
318/12,6/12/2012,en curso,C-150-A (Cessna),LV-LFF,Ninguno,Crucero,"(-24.833333333333332, -65.43361111111112)",Ninguno,S/D,S/D,S/D,SALTA (SAL),General Belgrano,AD,S/D,S/D,S/D,Cessna
307/12,3/12/2012,en curso,M-18-A (Pzl),LV-BZL,De importancia,Maniobras,"(-31.548333333333336, -68.75444444444445)",Ninguno,S/D,S/D,S/D,SAN JUAN (JUA),Finca Vina del Lago,ZR,S/D,S/D,S/D,Pzl
306/12,30/11/2012,en curso,PA-11 (Piper),LV-YNV,De importancia,Estacionado,"(-25.737222222222222, -54.473333333333336)",Leves,S/D,S/D,S/D,MISIONES (MIS),Puerto Iguazú Carlos E. Krause (SARI),AP,S/D,S/D,S/D,Piper
305/12,25/11/2012,en curso,Cirrus-75 VTC (Schempp Hirth),LV-DNS,De importancia,Crucero,"(-31.304444444444446, -61.774166666666666)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Alejandra,LOC,S/D,S/D,S/D,Schempp Hirth
304/12,24/11/2012,en curso,G-103-A (Burgahart Grob),LV-EJE,De importancia,Crucero,"(-32.69555555555555, -62.166666666666664)",Graves,S/D,S/D,S/D,CORDOBA (CBA),Marcos Juarez,LOC,S/D,S/D,S/D,Burgahart Grob
317/12,24/11/2012,en curso,C-150 (Cessna),LV-CIV,Leves,Aproximación,"(-27.449166666666667, -58.75861111111111)",Ninguno,S/D,S/D,S/D,CORRIENTES (CRR),Corrientes,AP,S/D,S/D,S/D,Cessna
316/12,23/11/2012,en curso,LA-4-200 (Lake),LV-OAW,Ninguno,Crucero,"(-46.983333333333334, -66.86666666666666)",Ninguno,S/D,S/D,S/D,SANTA CRUZ (SCZ),Estancia Unco - Fitz Roy,ZR,S/D,S/D,S/D,Lake
303/12,21/11/2012,en curso,B-737-200 (Boeing),CC-CTH,De importancia,Crucero,"(-34.8, -66.16805555555555)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Boeing
302/12,21/11/2012,en curso,PA-12 (Piper),LV-FBW,Leves,Maniobras,"(-34.81666666666667, -64.08333333333333)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Colonia Los Ranqueles,LOC,S/D,S/D,S/D,Piper
206/12,17/11/2012,en curso,A-320 (Airbus),HC-CLA,Ninguno,Aterrizaje,"(-34.82222222222222, -58.53583333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Airbus
301/12,16/11/2012,en curso,PA-A-38-112 (Piper),LV-OLE,De importancia,Despegue,"(-34.85805555555556, -58.33694444444445)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Longchamps,AD,S/D,S/D,S/D,Piper
300/12,15/11/2012,en curso,T-210-K (Cessna),LV-CTS,De importancia,Rodaje a plataforma,"(-38.01638888888889, -61.33416666666667)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Coronel Pringles,AD,S/D,S/D,S/D,Cessna
201/12,10/11/2012,en curso,AB-180-RVR (Aero Boero),LV-ATV,De importancia,Aterrizaje,"(-38.39972222222222, -60.83416666666667)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Tres Arroyos,AD,S/D,S/D,S/D,Aero Boero
198/12,6/11/2012,en curso,C-150-H (Cessna),LV-CUG,De importancia,Despegue,"(-36.31638888888889, -57.71638888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Dolores,AD,S/D,S/D,S/D,Cessna
200/12,3/11/2012,en curso,SZD-50-3 (Pzl),LV-DRL,Leves,Estacionado,"(-24.745555555555555, -65.42722222222223)",Ninguno,S/D,S/D,S/D,SALTA (SAL),General Belgrano,AD,S/D,S/D,S/D,Pzl
197/12,1/11/2012,en curso,C-210 (Cessna),LV-OBW,Ninguno,Aterrizaje,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Cessna
194/12,30/10/2012,en curso,F-SA-227-AC-METRO III (Fairchild),CX-LSS,Leves,Rodaje a plataforma,"(-34.79666666666667, -58.528055555555554)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Fairchild
193/12,27/10/2012,en curso,AB-180 (Aero Boero),LV-AOV,De importancia,Aproximación,"(-33.155, -64.33583333333333)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Río Cuarto - (SAOC),AP,S/D,S/D,S/D,Aero Boero
192/12,27/10/2012,en curso,NAV-4 (Navion),LV-NXL,De importancia,Aterrizaje,"(-34.74527777777778, -58.205000000000005)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ezpeleta,AD,S/D,S/D,S/D,Navion
187/12,27/10/2012,en curso,F-SA-227-AC-METRO III (Fairchild),LV-WTE,Ninguno,Aterrizaje,"(-27.385833333333334, -55.970555555555556)",Ninguno,S/D,S/D,S/D,MISIONES (MIS),Posadas Gral José de San Martín (SARP),AP,S/D,S/D,S/D,Fairchild
199/12,25/10/2012,en curso,PA-36-300 (Piper),LV-OBU,Ninguno,Crucero,"(-29.9, -59.833333333333336)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Alejandra,LOC,S/D,S/D,S/D,Piper
175/12,12/10/2012,en curso,PA-11 (Piper),LV-YQF,De importancia,Maniobras,"(-34.74611111111111, -58.20388888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Berazategui,LOC,S/D,S/D,S/D,Piper
173/12,13/9/2012,en curso,KR-2-S (Rand Robinson),LV-X408,De importancia,Rodaje salida,"(-40.87027777777778, -62.99666666666667)",Leves,S/D,S/D,S/D,RIO NEGRO (RNG),Viedma,AP,S/D,S/D,S/D,Rand Robinson
149/12,30/8/2012,en curso,690-B (Gulfstream),LV-BNA,De importancia,Aterrizaje,"(-31.21361111111111, -64.16027777777778)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Juarez Celman,AD,S/D,S/D,S/D,Gulfstream
148/12,25/8/2012,en curso,PA-A-28 (Piper),LV-MJE,Leves,Aterrizaje,"(-31.603611111111114, -68.54472222222222)",Ninguno,S/D,S/D,S/D,SAN JUAN (JUA),San Juan,AC,S/D,S/D,S/D,Piper
147/12,8/8/2012,en curso,LJ-31 (Learjet),LV-BSO,Ninguno,Despegue,"(-34.55888888888889, -58.41638888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Aeroparque Jorge Newbery (SABE),AP,S/D,S/D,S/D,Learjet
152/12,4/8/2012,en curso,PA-22 (Piper),LV-FIL,Ninguno,Crucero,"(-34.81666666666667, -68.16666666666667)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),San Rafael,ZR,S/D,S/D,S/D,Piper
140/12,3/8/2012,en curso,E-711-ST (Embraer),PT-NXN,Leves,Crucero,"(-26.630277777777778, -54.11194444444445)",Ninguno,S/D,S/D,S/D,MISIONES (MIS),San Pedro,ZR,S/D,S/D,S/D,Embraer
133/12,30/7/2012,en curso,M-18-B (Pzl),LV-BDT,De importancia,Aterrizaje,"(-28.58361111111111, -65.74666666666667)",Ninguno,S/D,S/D,S/D,CATAMARCA (CAT),Coronel Felipe Varlea - Catamarca (SANC),AP,S/D,S/D,S/D,Pzl
174/12,18/7/2012,en curso,C-310 (Cessna),N-683-AH,Leves,Aterrizaje,"(-34.65361111111111, -58.644444444444446)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Morón,AP,S/D,S/D,S/D,Cessna
132/12,15/7/2012,en curso,B-777 (Boeing),N-751-AN,Ninguno,Despegue,"(-34.82222222222222, -58.53583333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Boeing
127/12,9/7/2012,en curso,C-172 (Cessna),LV-HJR,Leves,Crucero,"(-32.10111111111111, -61.55694444444444)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Cañada Rosquín,ZR,S/D,S/D,S/D,Cessna
126/12,7/7/2012,en curso,8-A (Luscombe),LV-NRF,De importancia,Aterrizaje,"(-34.680277777777775, -58.95)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),General Rodriguez,LOC,S/D,S/D,S/D,Luscombe
125/12,6/7/2012,en curso,PA-24-250 (Piper),LV-GLZ,Leves,Crucero,"(-41.54972222222222, -65.19972222222222)",Ninguno,S/D,S/D,S/D,RIO NEGRO (RNG),Sierra Grande,ZR,S/D,S/D,S/D,Piper
124/12,3/7/2012,en curso,IV-P (Lancair),LV-X243,Destruida,Crucero,"(-28.599722222222223, -58.13916666666667)",Fatales,S/D,S/D,S/D,CORRIENTES (CRR),Concepcion,ZR,S/D,S/D,S/D,Lancair
110/12,18/6/2012,en curso,LJ-31 (Learjet),LV-CNQ,Ninguno,Despegue,"(-27.385833333333334, -55.970555555555556)",Ninguno,S/D,S/D,S/D,MISIONES (MIS),Posadas Gral José de San Martín (SARP),AP,S/D,S/D,S/D,Learjet
112/12,16/6/2012,en curso,C-T210L (Cessna),LV-CXO,Leves,Crucero,"(-34.47888888888889, -58.755)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Tortuguitas,LOC,S/D,S/D,S/D,Cessna
98/12,6/6/2012,en curso,PA-11-C (Piper),LV-ZCZ,Leves,Aterrizaje,"(-31.482777777777777, -64.15083333333334)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Coronel Olmedo,AD,S/D,S/D,S/D,Piper
88/12,19/5/2012,en curso,C-182-C (Cessna),LV-GTF,Destruida,Aterrizaje,"(-35.407777777777774, -57.382222222222225)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),Veronica,ZR,S/D,S/D,S/D,Cessna
084/12,13/5/2012,en curso,A-182-N (Cessna),LV-HAM,De importancia,Aterrizaje,"(-38.958333333333336, -67.80277777777778)",Ninguno,S/D,S/D,S/D,RIO NEGRO (RNG),Allen,AD,S/D,S/D,S/D,Cessna
89/12,22/4/2012,en curso,PA-11 (Piper),LV-YLT,Ninguno,Aterrizaje,"(-26.212777777777777, -58.22805555555556)",Ninguno,S/D,S/D,S/D,FORMOSA (FOR),Formosa,AP,S/D,S/D,S/D,Piper
68/12,14/4/2012,en curso,PA-22-108 (Piper),LV-HSO,Destruida,Crucero,"(-34.999722222222225, -58.62777777777778)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),Guernica,ZR,S/D,S/D,S/D,Piper
97/12,14/4/2012,en curso,PA-A-38-112 (Piper),LV-ONS,Leves,Aterrizaje,"(-33.046388888888885, -60.596944444444446)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Alvear,AD,S/D,S/D,S/D,Piper
64/12,9/4/2012,en curso,PA-25 (Piper),LV-HCP,Destruida,Crucero,"(-33.92027777777778, -60.64805555555556)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),Pergamino,ZR,S/D,S/D,S/D,Piper
62/12,4/4/2012,en curso,S2R-G6 (Ayres),LV-WSE,De importancia,Maniobras,"(-24.349722222222223, -64.03472222222221)",Ninguno,S/D,S/D,S/D,SALTA (SAL),Luis Burela,LOC,S/D,S/D,S/D,Ayres
63/12,28/3/2012,en curso,A-36 (Beechcraft),LV-WCE,De importancia,Aterrizaje,"(-27.21611111111111, -61.217222222222226)",Graves,S/D,S/D,S/D,CHACO (CHA),Charata,LOC,S/D,S/D,S/D,Beechcraft
61/12,27/3/2012,en curso,C-152 (Cessna),LV-BPS,De importancia,Crucero,"(-34.70527777777778, -58.38388888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Villa Elisa,ZR,S/D,S/D,S/D,Cessna
52/12,25/3/2012,en curso,PA-28 (Piper),LV-ALD,De importancia,Aterrizaje,"(-34.0, -67.61972222222222)",Ninguno,S/D,S/D,S/D,RIO NEGRO (RNG),General Roca,AD,S/D,S/D,S/D,Piper
60/12,24/3/2012,en curso,PA-25-260 (Piper),LV-CKF,De importancia,Maniobras,"(-32.38333333333333, -59.666666666666664)",Ninguno,S/D,S/D,S/D,ENTRE RIOS (ERS),Nogoya,ZR,S/D,S/D,S/D,Piper
50/12,21/3/2012,en curso,C-650 (Cessna),LQ-WTN,Leves,Aterrizaje,"(-34.55888888888889, -58.41638888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Aeroparque Jorge Newbery (SABE),AP,S/D,S/D,S/D,Cessna
051/12,17/3/2012,en curso,E-190 (Embraer),LV-CEV,Ninguno,Aterrizaje,"(-27.445555555555554, -58.761944444444445)",Ninguno,S/D,S/D,S/D,CORRIENTES (CRR),Corrientes,AP,S/D,S/D,S/D,Embraer
49/12,17/3/2012,en curso,CH-701 (Zenair),LV-X296,Leves,Aterrizaje,"(-24.783333333333335, -58.81027777777778)",Ninguno,S/D,S/D,S/D,CORRIENTES (CRR),Rio Parana,EXT,S/D,S/D,S/D,Zenair
48/12,16/3/2012,en curso,C-180-A (Cessna),LV-GCH,Leves,Despegue,"(-27.385833333333334, -55.970555555555556)",Ninguno,S/D,S/D,S/D,MISIONES (MIS),Posadas Gral José de San Martín (SARP),AP,S/D,S/D,S/D,Cessna
67/12,16/3/2012,en curso,Se desconoce,PP-XBC,Ninguno,Aterrizaje,"(-25.69527777777778, -54.436388888888885)",Ninguno,S/D,S/D,S/D,MISIONES (MIS),Puerto Iguazu,LOC,S/D,S/D,S/D,Sin Info
038/12,10/3/2012,en curso,PA-12 (Piper),LV-YGF,De importancia,Aterrizaje,"(-34.4, -60.0)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Junín,LOC,S/D,S/D,S/D,Piper
037/12,9/3/2012,en curso,C-152 (Cessna),LV-CGD,De importancia,Aproximación,"(-34.61638888888889, -58.612500000000004)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),El Palomar (SADP),AD,S/D,S/D,S/D,Cessna
46/12,8/3/2012,en curso,AB-115-AG (Aero Boero),LV-LEO,Destruida,Maniobras,"(-33.72916666666667, -63.68111111111111)",Fatales,S/D,S/D,S/D,CORDOBA (CBA),Huanchilla,ZR,S/D,S/D,S/D,Aero Boero
41/12,8/3/2012,en curso,T-188-C (Cessna),LV-MYD,De importancia,Ascenso,"(-30.766111111111112, -60.56722222222223)",Leves,S/D,S/D,S/D,SANTA FE (SFE),San Justo,ZR,S/D,S/D,S/D,Cessna
45/12,7/3/2012,en curso,MU-2 B-26A (Mitsubishi),LV-MGC,Ninguno,Estacionado,"(-32.90361111111111, -60.78444444444444)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Islas Malvinas - Rosario (SAAR),AP,S/D,S/D,S/D,Mitsubishi
