N° Exp.,Fecha,Estado,Modelo,Matrícula,Daños,Fase,Lat - Lon,Lesiones,Fecha y hora de notificiacion,fecha y hora de arribo,fecha y hora de finalizacion,Provincia,Lugar,tipo Lugar,altura,Oficina,Canal,Fabricante
36/12,1/3/2012,en curso,PA-11 (Piper),LV-XLI,De importancia,Rodaje a plataforma,"(-36.89666666666667, -60.22805555555556)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Olavarria,AD,S/D,S/D,S/D,Piper
44/12,28/2/2012,en curso,Velocity (Ragonese Tim),N27TR,De importancia,Crucero,"(-34.819722222222225, -61.527499999999996)",Leves,S/D,S/D,S/D,SANTA FE (SFE),Villa Cañás,LOC,S/D,S/D,S/D,Ragonese Tim
031/12,20/2/2012,en curso,PA-11-C (Piper),LV-YMG,Destruida,Aproximación,"(-37.540277777777774, -66.73444444444445)",Leves,S/D,S/D,S/D,BUENOS AIRES (BUE),Puan,AD,S/D,S/D,S/D,Piper
30-dic,13/2/2012,en curso,B-737-800 (Boeing),PR-GTQ,Leves,Rodaje a plataforma,"(-34.55888888888889, -58.41638888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Aeroparque Jorge Newbery (SABE),AP,S/D,S/D,S/D,Boeing
32/12,12/2/2012,en curso,A-188-B (Cessna),LV-BFL,Leves,Maniobras,"(-31.840833333333332, -59.09722222222222)",Ninguno,S/D,S/D,S/D,ENTRE RIOS (ERS),Villaguay,LOC,S/D,S/D,S/D,Cessna
27-dic,29/1/2012,en curso,PA-36-400 (Piper),LV-BFX,De importancia,Maniobras,"(-32.485, -62.08888888888889)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Marcos Juarez,LOC,S/D,S/D,S/D,Piper
65/12,28/1/2012,en curso,DG-100-G (Glaser Dirks),LV-DRM,De importancia,Crucero,"(-35.4, -59.333333333333336)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),ROQUE PEREZ,LOC,S/D,S/D,S/D,Glaser Dirks
18-dic,25/1/2012,en curso,LJ 60 (Learjet),LV-CPC,Ninguno,Aterrizaje,"(-34.55888888888889, -58.41638888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Aeroparque Jorge Newbery (SABE),AP,S/D,S/D,S/D,Learjet
26-dic,22/1/2012,en curso,C-402 (Cessna),LV-MZI,De importancia,Aterrizaje,"(-36.58833333333334, -64.27583333333334)",Ninguno,S/D,S/D,S/D,LA PAMPA (LPA),Santa Rosa (SAZR),AD,S/D,S/D,S/D,Cessna
14-dic,15/1/2012,en curso,AB-115 (Aero Boero),LV-LEL,De importancia,Estacionado,"(-34.66638888888889, -58.641666666666666)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Morón,AP,S/D,S/D,S/D,Aero Boero
13-dic,11/1/2012,en curso,XS (Europa),LV-X263,De importancia,Despegue,"(-32.96333333333334, -68.87416666666665)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),La Puntilla,AD,S/D,S/D,S/D,Europa
12-dic,8/1/2012,en curso,PA-25-235 (Piper),LV-OAM,Leves,Ascenso,"(-29.88277777777778, -59.84805555555556)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Alejandra,LOC,S/D,S/D,S/D,Piper
11-dic,6/1/2012,en curso,A-36 (Beechcraft),LV-CDB,De importancia,Aterrizaje,"(-32.808611111111105, -61.365)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Cañada de Gómez,AD,S/D,S/D,S/D,Beechcraft
28-dic,4/1/2012,en curso,M-18-B (Pzl),LV-WPD,Destruida,Maniobras,"(-42.04722222222222, -71.52444444444444)",Leves,S/D,S/D,S/D,RIO NEGRO (RNG),El Bolson,LOC,S/D,S/D,S/D,Pzl
10-dic,1/1/2012,en curso,01 (Suricato),LV-X433,Destruida,Ascenso,"(-38.696666666666665, -59.769999999999996)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),ORENSE,ZR,S/D,S/D,S/D,Suricato
255/11,26/12/2011,en curso,A-182-N (Cessna),LV-HXG,Destruida,Aterrizaje,"(-34.73277777777778, -58.60055555555556)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Justo,AD,S/D,S/D,S/D,Cessna
253/11,25/12/2011,en curso,META SOKOL L-40 (Meta Sokol),LV-JNA,De importancia,Despegue,"(-31.21361111111111, -64.16027777777778)",Leves,S/D,S/D,S/D,CORDOBA (CBA),Juarez Celman,AD,S/D,S/D,S/D,Meta Sokol
254/11,25/12/2011,en curso,Super AV-12 (Edra),LV-X386,Leves,Aterrizaje,"(-41.151111111111106, -71.15777777777778)",Ninguno,S/D,S/D,S/D,RIO NEGRO (RNG),Bariloche,AP,S/D,S/D,S/D,Edra
251/11,22/12/2011,en curso,C-414 (Cessna),LV-JPZ,Leves,Aterrizaje,"(-53.777499999999996, -67.76388888888889)",Ninguno,S/D,S/D,S/D,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR (TDF)",Río Grande,AP,S/D,S/D,S/D,Cessna
250/11,21/12/2011,en curso,601-B (Aerostar),LV-WES,Destruida,Crucero,"(-31.904722222222222, -62.70527777777778)",Fatales,S/D,S/D,S/D,CORDOBA (CBA),Las Varillas,ZR,S/D,S/D,S/D,Aerostar
235/11,4/12/2011,en curso,8-E (Luscombe),LV-RXF,Leves,Aterrizaje,"(-34.74638888888889, -58.20333333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ezpeleta,AD,S/D,S/D,S/D,Luscombe
230/11,24/11/2011,en curso,B-200 (Beechcraft),LV-WOR,Leves,Rodaje a plataforma,"(-31.310000000000002, -64.69166666666668)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Ingeniero Taravella - Córdoba (SACO),AP,S/D,S/D,S/D,Beechcraft
228/11,23/11/2011,en curso,PA-11 (Piper),LV-YLO,Destruida,Maniobras,"(-38.55444444444444, -58.739444444444445)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),"Ruta 86, Km 40, prox de Necochea",LOC,S/D,S/D,S/D,Piper
227/11,21/11/2011,en curso,C-152 (Cessna),LV-OOF,Destruida,Aterrizaje,"(-34.638888888888886, -59.45527777777778)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),Mercedes,AD,S/D,S/D,S/D,Cessna
229/11,20/11/2011,en curso,C-182-C (Cessna),LV-GMJ,Leves,Rodaje salida,"(-32.52777777777778, -62.15277777777778)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Marcos Juarez,AD,S/D,S/D,S/D,Cessna
220/11,15/11/2011,en curso,PA-31 (Piper),LV-BOP,De importancia,Ascenso,"(-37.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Piper
222/11,5/11/2011,en curso,Explorador (Ala Patagónica),LV-X374,De importancia,Crucero,"(-39.20916666666667, -65.24666666666667)",Leves,S/D,S/D,S/D,RIO NEGRO (RNG),Ruta Nal.22- Km 961 Choele Choel,LOC,S/D,S/D,S/D,Ala Patagónica
223/11,3/11/2011,en curso,XP (Ulm Falcon),LV-U091,De importancia,Aproximación,"(-34.680277777777775, -59.03583333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),General Rodriguez,LOC,S/D,S/D,S/D,Ulm Falcon
221/11,2/11/2011,en curso,A-188-B (Cessna),LV-BCG,De importancia,Maniobras,"(-27.879166666666666, -65.35472222222222)",Ninguno,S/D,S/D,S/D,CATAMARCA (CAT),Campo Yaquicho,LOC,S/D,S/D,S/D,Cessna
206/11,1/11/2011,en curso,C-150-J (Cessna),LV-BXR,De importancia,Aterrizaje,"(-34.72833333333333, -58.50055555555556)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),La Matanza,AD,S/D,S/D,S/D,Cessna
202/11,29/10/2011,en curso,PA-11 (Piper),LV-RSU,De importancia,Aterrizaje,"(-34.73277777777778, -58.60055555555556)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Justo,AD,S/D,S/D,S/D,Piper
210/11,22/10/2011,en curso,J-3C (Piper),LV-FAG,De importancia,Ascenso,"(-34.72833333333333, -58.50055555555556)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Marcos Paz,LOC,S/D,S/D,S/D,Piper
200/11,21/10/2011,en curso,PA-25-150 (Piper),LV-CBH,Leves,Ascenso,"(-27.28666666666667, -60.70444444444445)",Ninguno,S/D,S/D,S/D,CHACO (CHA),La Clotilde,ZR,S/D,S/D,S/D,Piper
199/11,21/10/2011,en curso,C-150-A (Cessna),LV-LFF,De importancia,Aterrizaje,"(-24.833333333333332, -65.43333333333334)",Ninguno,S/D,S/D,S/D,SALTA (SAL),General Belgrano,AD,S/D,S/D,S/D,Cessna
192/11,10/10/2011,en curso,BIPLAZA (Flightstar),LV-U207,Destruida,Despegue,"(-33.08166666666667, -60.56472222222222)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Proximidades al Aeroclub Pueblo Esther,LAD,S/D,S/D,S/D,Flightstar
193/11,9/10/2011,en curso,C-180-B (Cessna),LV-GRV,Leves,Crucero,"(-31.6, -68.55)",Ninguno,S/D,S/D,S/D,SAN JUAN (JUA),San Juan,AC,S/D,S/D,S/D,Cessna
256/11,2/10/2011,en curso,L-29 (Let),CX-LVN,Ninguno,Crucero,"(-32.86666666666667, -60.5)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Pergamino,ZR,S/D,S/D,S/D,Let
181/11,24/9/2011,en curso,C-182-D (Cessna),LV-HTO,De importancia,Despegue,"(-33.2075, -68.4888888888889)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),Aerotec,AD,S/D,S/D,S/D,Cessna
171/11,11/9/2011,en curso,A-150-L (Cessna),LV-LGC,De importancia,Despegue,"(-37.1625, -58.473055555555554)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ayacucho,AD,S/D,S/D,S/D,Cessna
166/11,3/9/2011,en curso,B-95-C55 (Beechcraft),LV-JGF,De importancia,Aterrizaje,"(-38.01166666666666, -57.677499999999995)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Mar del Plata,AD,S/D,S/D,S/D,Beechcraft
161/11,25/8/2011,en curso,B-35-B (Beechcraft),LV-FHL,De importancia,Ascenso,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Beechcraft
163/11,22/8/2011,en curso,R-44 (Robinson),LV-BOM,Leves,Crucero,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Robinson
160/11,18/8/2011,en curso,C-650 (Cessna),LV-BMH,Leves,Aterrizaje,"(-34.55888888888889, -58.41638888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Aeroparque Jorge Newbery (SABE),AP,S/D,S/D,S/D,Cessna
152/11,11/8/2011,en curso,M-18-B (Pzl),LV-WRN,Destruida,Maniobras,"(-29.630555555555556, -57.07277777777778)",Leves,S/D,S/D,S/D,CORRIENTES (CRR),Paso de los Libres,ZR,S/D,S/D,S/D,Pzl
149/11,8/8/2011,en curso,M-18-A (Pzl),LV-BZN,Destruida,Crucero,"(-31.547777777777778, -68.5475)",Leves,S/D,S/D,S/D,SAN JUAN (JUA),Bº Las Heras- San Juan Capital,LAD,S/D,S/D,S/D,Pzl
148/11,8/8/2011,en curso,AB-115 (Aero Boero),LV-JXT,Destruida,Aproximación,"(-31.75777777777778, -60.36833333333333)",Fatales,S/D,S/D,S/D,ENTRE RIOS (ERS),Parana,ZR,S/D,S/D,S/D,Aero Boero
146/11,7/8/2011,en curso,PA-11 (Piper),LV-YON,De importancia,Crucero,"(-32.238055555555555, -63.33416666666667)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Tio Pujio,ZR,S/D,S/D,S/D,Piper
145/11,31/7/2011,en curso,PA-22-108 (Piper),LV-IAW,De importancia,Crucero,"(-34.471111111111114, -58.73638888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Tortuguitas,LOC,S/D,S/D,S/D,Piper
142/11,24/7/2011,en curso,A-320 (Airbus),LV-CKV,Leves,Aterrizaje,"(-42.903888888888886, -71.13555555555556)",Ninguno,S/D,S/D,S/D,CHUBUT (CHU),Esquel,AD,S/D,S/D,S/D,Airbus
140/11,17/7/2011,en curso,J-4-E (Piper),LV-RGA,Leves,Crucero,"(-34.67833333333333, -58.7475)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),CEVICA( Centro de Vigilancia y Control Aeroespacial),LAD,S/D,S/D,S/D,Piper
139/11,16/7/2011,en curso,IAe 20 (EL BOYERO) (Fma),LV-YTZ,Leves,Crucero,"(-34.74638888888889, -58.20333333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ezpeleta,AD,S/D,S/D,S/D,EL BOYERO
126/11,4/7/2011,en curso,182 G (Cessna),LV-IFY,Ninguno,Aproximación,"(-31.999722222222225, -64.72583333333334)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Alta Gracia,AD,S/D,S/D,S/D,Cessna
132/11,4/7/2011,en curso,PA-11 (Piper),LV-NMW,De importancia,Ascenso,"(-24.745555555555555, -65.42722222222223)",Ninguno,S/D,S/D,S/D,SALTA (SAL),General Belgrano,AD,S/D,S/D,S/D,Piper
122/11,30/6/2011,en curso,R-22 (Robinson),LV-YFB,De importancia,Maniobras,"(-34.36194444444445, -58.70277777777778)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ingeniero Maschwitz,LOC,S/D,S/D,S/D,Robinson
116/11,4/6/2011,en curso,J-3C (Piper),LV-NFX,Destruida,Aproximación,"(-32.5375, -60.858333333333334)",Graves,S/D,S/D,S/D,SANTA FE (SFE),L.A.D. Nº 2437- Oliveros,ZR,S/D,S/D,S/D,Piper
107/11,28/5/2011,en curso,PA-38 (Piper),LV-OFH,De importancia,Aterrizaje,"(-34.44944444444444, -58.581388888888895)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Piper
113/11,25/5/2011,en curso,PA-A-28-181 (Piper),LV-ARS,De importancia,Crucero,"(-33.67861111111111, -61.95444444444445)",Fatales,S/D,S/D,S/D,SANTA FE (SFE),Venado Tuerto,AD,S/D,S/D,S/D,Piper
96/11,18/5/2011,en curso,340-A (Saab),LV-CEJ,Destruida,Crucero,"(-41.08777777777778, -67.94805555555556)",Fatales,S/D,S/D,S/D,RIO NEGRO (RNG),Prahuaniyeu,LOC,S/D,S/D,S/D,Saab
104/11,13/5/2011,en curso,AB-115 (Aero Boero),LV-AIH,Leves,Aterrizaje,"(-41.151111111111106, -71.15777777777778)",Ninguno,S/D,S/D,S/D,RIO NEGRO (RNG),Bariloche,AC,S/D,S/D,S/D,Aero Boero
106/11,13/5/2011,en curso,C-152 (Cessna),LV-OOL,Leves,Aterrizaje,"(-34.1175, -59.08222222222223)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Zárate,AD,S/D,S/D,S/D,Cessna
92/11,7/5/2011,en curso,PA-28-140 (Piper),LV-LCM,Leves,Crucero,"(-27.41638888888889, -55.63138888888889)",Ninguno,S/D,S/D,S/D,MISIONES (MIS),Santa Ana,ZR,S/D,S/D,S/D,Piper
86/11,22/4/2011,en curso,DC-9-81 (Mc Donnell Douglas),LV-WFN,Leves,Aproximación,"(-34.55888888888889, -58.41722222222222)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Aeroparque Jorge Newbery (SABE),AP,S/D,S/D,S/D,Mc Donnell Douglas
87/11,18/4/2011,en curso,MD-81 (Mc Donnell Douglas),LV- WFN,Leves,Aproximación,"(-32.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,LOC,S/D,S/D,S/D,Mc Donnell Douglas
79/11,14/4/2011,en curso,F-SA-227-AC-METRO III (Fairchild),LV-WTE,Leves,Ascenso,"(-51.60888888888889, -69.31277777777777)",Ninguno,S/D,S/D,S/D,SANTA CRUZ (SCZ),Cercanías a Río Gallegos,LOC,S/D,S/D,S/D,Fairchild
77/11,10/4/2011,en curso,RV-6 (Van S),LV-X429,Leves,Aterrizaje,"(-34.18277777777777, -58.25055555555556)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Isla Martin Garcia,AD,S/D,S/D,S/D,Van S
76/11,8/4/2011,en curso,C-140 (Cessna),LV-NIP,De importancia,Aterrizaje,"(-31.480277777777776, -64.1825)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),A 9 Km al Sur de la Ciudas de Córdoba,ZR,S/D,S/D,S/D,Cessna
73/11,7/4/2011,en curso,PA-A-28-181 (Piper),LV-ARN,Leves,Aterrizaje,"(-38.95027777777778, -67.8025)",Ninguno,S/D,S/D,S/D,RIO NEGRO (RNG),Allen,AD,S/D,S/D,S/D,Piper
70/11,22/3/2011,en curso,AT-502-B (Air Tractor),LV-CIU,De importancia,Aterrizaje,"(-25.77472222222222, -64.34722222222221)",Ninguno,S/D,S/D,S/D,SALTA (SAL),Quiscaloro,ZR,S/D,S/D,S/D,Air Tractor
58/11,12/3/2011,en curso,B-727-200 (Boeing),N494FE,Ninguno,Crucero,"(-34.82222222222222, -58.53333333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Boeing
59/11,11/3/2011,en curso,B-600 (Bombardier),N-100QR,Ninguno,Se desconoce,"(-34.9, -54.95)",Ninguno,S/D,S/D,S/D,Maldonado (MAL),Suls,LOC,S/D,S/D,S/D,Bombardier
65/11,11/3/2011,en curso,B-35 (Beechcraft),LV-JJS,De importancia,Despegue,"(-28.586944444444445, -60.433055555555555)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Laguna Limpia,EA,S/D,S/D,S/D,Beechcraft
49/11,8/3/2011,en curso,Mig-15-UTI (Mikoyan Gurevich),LV-X216,Leves,Aterrizaje,"(-34.29111111111111, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Mikoyan Gurevich
45/11,1/3/2011,en curso,C-170 (Cessna),LV-FOP,Destruida,Maniobras,"(-33.03916666666667, -68.87944444444443)",Fatales,S/D,S/D,S/D,MENDOZA (DOZ),Chacras de Coria- Lujan,LOC,S/D,S/D,S/D,Cessna
044/11,1/3/2011,en curso,PA-36 (Piper),LV-MNI,De importancia,Ascenso,"(-36.055, -58.24805555555556)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),PILA,ZR,S/D,S/D,S/D,Piper
39/11,25/2/2011,en curso,PA-A-32RT300 (Piper),LV-MSD,Leves,Aterrizaje,"(-31.57111111111111, -68.42111111111112)",Ninguno,S/D,S/D,S/D,SAN JUAN (JUA),SAN JUAN,AD,S/D,S/D,S/D,Piper
48/11,25/2/2011,en curso,PA-31-325 (Piper),LV-LST,Ninguno,Ascenso,"(-35.48305555555556, -63.48305555555556)",Ninguno,S/D,S/D,S/D,LA PAMPA (LPA),General Pico,ZR,S/D,S/D,S/D,Piper
52/11,25/2/2011,en curso,V-35-B (Beechcraft),LV-LSF,De importancia,Aterrizaje,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Beechcraft
41/11,23/2/2011,en curso,B-737-300 (Boeing),CP-2550,Leves,Crucero,"(-32.90361111111111, -60.78444444444444)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Boeing
42/11,21/2/2011,en curso,B-747-430 (Boeing),D-ABVK,De importancia,Despegue,"(-34.82222222222222, -58.53583333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ministro Pistarini -Ezeiza (SAEZ),AP,S/D,S/D,S/D,Boeing
33/11,17/2/2011,en curso,PA-11 (Piper),LV-YMN,Leves,Maniobras,"(-34.735, -58.654444444444444)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Justo,AD,S/D,S/D,S/D,Piper
31/11,17/2/2011,en curso,A-188-B (Cessna),LV-LLI,Destruida,Maniobras,"(-25.662499999999998, -65.01638888888888)",Graves,S/D,S/D,S/D,SALTA (SAL),San Jose de Yatasto,EA,S/D,S/D,S/D,Cessna
32/11,16/2/2011,en curso,PA-28-140 (Piper),LV-LCO,De importancia,Despegue,"(-34.97166666666667, -67.72527777777778)",Ninguno,S/D,S/D,S/D,MENDOZA (DOZ),General Alvear,AD,S/D,S/D,S/D,Piper
51/11,15/2/2011,en curso,CITATION (Cessna),LV-BXH,Ninguno,Despegue,"(-26.78638888888889, -60.48888888888889)",Ninguno,S/D,S/D,S/D,CHACO (CHA),Presidencia Roque Saenz Peña,AD,S/D,S/D,S/D,Cessna
69/11,11/2/2011,en curso,XS (Europa),LV-X275,Destruida,Aterrizaje,"(-45.566944444444445, -72.05027777777778)",Ninguno,S/D,S/D,S/D,AYSÉN (AYS),Raúl Balmaceda,LOC,S/D,S/D,S/D,Europa
71/11,7/2/2011,en curso,MD-83 (Mc Donnell Douglas),LV-ARF,Leves,Rodaje salida,"(-38.71611111111111, -62.163888888888884)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Islas Malvinas - Rosario (SAAR),AP,S/D,S/D,S/D,Mc Donnell Douglas
20-nov,6/2/2011,en curso,T-337-H (Cessna),LV-ZZN,De importancia,Ascenso,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Cessna
18-nov,4/2/2011,en curso,T-188-C (Cessna),LV-BTT,Leves,Despegue,"(-23.53111111111111, -64.11166666666666)",Ninguno,S/D,S/D,S/D,SALTA (SAL),Pichanal,ZR,S/D,S/D,S/D,Cessna
19-nov,2/2/2011,en curso,620-B (Weatherly),LV-BBT,De importancia,Maniobras,"(-34.19333333333333, -59.70111111111111)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Capitan Sarmiento,ZR,S/D,S/D,S/D,Weatherly
21-nov,31/1/2011,en curso,LJ-35 (Learjet),LV-BPL,Ninguno,Se desconoce,"(-34.86694444444444, -56.166666666666664)",Desconocido,S/D,S/D,S/D,Montevideo (Mon),Montevideo,LOC,S/D,S/D,S/D,Learjet
17-nov,31/1/2011,en curso,BK-117 C2 (Messerschmitt Bölkow),N-245AF,De importancia,Despegue,"(-54.802499999999995, -68.26694444444445)",Ninguno,S/D,S/D,S/D,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR (TDF)",Bahía Ushuaia,ZMT,S/D,S/D,S/D,Messerschmitt Bölkow
15-nov,30/1/2011,en curso,M-4 220 (Maule),LV-AXA,De importancia,Despegue,"(-37.93416666666666, -57.57333333333334)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Mar del Plata,AD,S/D,S/D,S/D,Maule
14-nov,29/1/2011,en curso,II-LS (Marcos-Sonerai),LV-X393,De importancia,Aterrizaje,"(-31.46611111111111, -60.83388888888889)",Ninguno,S/D,S/D,S/D,SANTA FE (SFE),Esperanza,AD,S/D,S/D,S/D,Marcos-Sonerai
13-nov,29/1/2011,en curso,TIGER MOHT,LV-X328,De importancia,Crucero,"(-31.363333333333333, -64.12527777777777)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Coronel Olmedo,LOC,S/D,S/D,S/D,Sin Info
11-nov,21/1/2011,en curso,C-310-N (Cessna),LV-JJJ,De importancia,Rodaje a plataforma,"(-34.74527777777778, -58.205000000000005)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ezpeleta,AD,S/D,S/D,S/D,Cessna
10-nov,15/1/2011,en curso,IAe 20 (EL BOYERO) (Fma),LV-ZFN,Leves,Ascenso,"(-33.39083333333333, -60.19555555555555)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Nicolás de Los Arroyos,AD,S/D,S/D,S/D,EL BOYERO
12-nov,9/1/2011,en curso,BIPLAZA (Flightstar),LV-U109,De importancia,Ascenso,"(-32.39944444444444, -59.75055555555556)",Ninguno,S/D,S/D,S/D,ENTRE RIOS (ERS),Nogoya,LOC,S/D,S/D,S/D,Flightstar
6-nov,5/1/2011,en curso,PA-25 (Piper),LV-ACM,De importancia,Crucero,"(-34.25666666666667, -63.59527777777778)",Graves,S/D,S/D,S/D,CORDOBA (CBA),Colonia Santa Ana-Departamento Roque Sáenz Peña,ZR,S/D,S/D,S/D,Piper
2-nov,30/12/2010,en curso,PA-A-38-112 (Piper),LV-OBO,De importancia,Aterrizaje,"(-43.3, -65.06666666666666)",Ninguno,S/D,S/D,S/D,CHUBUT (CHU),Rawson,AC,S/D,S/D,S/D,Piper
1-nov,29/12/2010,en curso,G-103-A (Burgahart Grob),LV-EJE,De importancia,Aterrizaje,"(-32.68444444444444, -62.158055555555556)",Ninguno,S/D,S/D,S/D,CORDOBA (CBA),Marcos Juarez,AD,S/D,S/D,S/D,Burgahart Grob
3-nov,24/12/2010,en curso,LJ-25 (Learjet),N-343RK,Leves,Crucero,"(-33.01027777777778, -58.613055555555555)",Ninguno,S/D,S/D,S/D,ENTRE RIOS (ERS),Gualeguaychu,AD,S/D,S/D,S/D,Learjet
5-nov,23/12/2010,en curso,PA-11-C (Piper),LV-NTI,De importancia,Aterrizaje,"(-34.74638888888889, -58.20333333333333)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),Ezpeleta,AD,S/D,S/D,S/D,Piper
72/10,19/12/2010,en curso,PA-12 (Piper),LV-FBF,Leves,Ascenso,"(-34.64, -58.9375)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),General Rodriguez,LOC,S/D,S/D,S/D,Piper
73/10,17/12/2010,en curso,PC-6-B2-H2 (Pilatus),LV-MIS,Leves,Crucero,"(-26.212777777777777, -58.22805555555556)",Ninguno,S/D,S/D,S/D,FORMOSA (FOR),Formosa,AP,S/D,S/D,S/D,Pilatus
65/10,13/12/2010,en curso,PA-28-200R (Piper),LV-LXU,Leves,Aterrizaje,"(-31.79361111111111, -60.48111111111111)",Ninguno,S/D,S/D,S/D,ENTRE RIOS (ERS),General Urquiza,AD,S/D,S/D,S/D,Piper
60/10,7/12/2010,en curso,F-20-F5 (Dassault),LV-BIY,Leves,Despegue,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Dassault
9-nov,7/12/2010,en curso,A-182-N (Cessna),LV-JEF,Leves,Crucero,"(-30.958333333333332, -55.53444444444444)",Ninguno,S/D,S/D,S/D,Montevideo (Mon),Ruta Nacional Nº 28 Km 20-Rivera,LAD,S/D,S/D,S/D,Cessna
59/10,6/12/2010,en curso,C-337-G (Cessna),LV-WHH,De importancia,Aterrizaje,"(-34.455000000000005, -58.59138888888889)",Ninguno,S/D,S/D,S/D,BUENOS AIRES (BUE),San Fernando,AP,S/D,S/D,S/D,Cessna
4-nov,5/12/2010,en curso,STARLET (Corby Cj-1),LV-X277,Destruida,Maniobras,"(-35.61527777777778, -61.349722222222226)",Fatales,S/D,S/D,S/D,BUENOS AIRES (BUE),Carlos Casares,ZR,S/D,S/D,S/D,Corby Cj-1
